,title,year,doi
874,high purity p-type inp grown by lpe with rare-earth admixtures,2006,10.1109/ASDAM.2006.331178
875,fabrication and characterization of probes for combined spm techniques based on pecvd,2006,10.1109/NEMS.2006.334652
876,synthesis and characterization of metallic nano-spheres,2006,10.1109/MEP.2006.335615
877,microbial synthesis of noble metal nanoparticles using the fe(iii)-reducing bacterium shewanella algae,2006,10.1109/BMN.2006.330876
878,a new wavelet based multi-focus image fusion scheme and its application on optical microscopy,2006,10.1109/ROBIO.2006.340210
879,a new approach for segmentation and quantification of cells or nanoparticles,2016,10.1109/TII.2016.2542043
880,classification of acute leukemia using cd markers,2016,10.1109/KST.2016.7440535
881,automated detection of dcis in whole-slide h&e stained breast histopathology images,2016,10.1109/TMI.2016.2550620
883,nonlinear optical microscopy captures high-resolution images of microstructures within three types of unlabeled rat cartilage,2016,10.1109/JPHOT.2016.2555628
884,grading of mammalian cumulus oocyte complexes using machine learning for in vitro embryo culture,2016,10.1109/BHI.2016.7455862
885,feature analysis and extraction of tumor vascular structure on microscopic images,2016,10.1109/BHI.2016.7455929
886,integration of multi-modal biomedical data to predict cancer grade and patient survival,2016,10.1109/BHI.2016.7455963
887,keratose as a novel drug carrier for drug coated balloons,2016,10.1109/SBEC.2016.33
888,a fuzzy svm for intelligent diagnosis of solder bumps using scanning acoustic microscopy,2016,10.1109/CSTIC.2016.7463953
891,effective tilting angles for a dual probes afm system to achieve high-precision scanning,2016,10.1109/TMECH.2016.2577739
892,phytoplankton feature extraction from microscopic images based on surf-pca,2016,10.1109/OCEANSAP.2016.7485699
893,lung cancer survival prediction from pathological images and genetic data — an integration study,2016,10.1109/ISBI.2016.7493475
894,supervised method for cell counting from bright field focus stacks,2016,10.1109/ISBI.2016.7493290
895,"location-specific prediction of vulnerable plaque using ivus, virtual histology, and spatial context",2016,10.1109/ISBI.2016.7493518
896,cell segmentation in digital holographic images,2016,10.1109/ISBI.2016.7493246
897,multi-class single-label classification of histopathological whole-slide images,2016,10.1109/ISBI.2016.7493527
898,recursive water flow: a shape decomposition approach for cell clump splitting,2016,10.1109/ISBI.2016.7493390
899,first step for computer assisted evaluation of qualitative supersonic shear wave elastography characteristics in breast tissue,2016,10.1109/ISBI.2016.7493312
900,automatic recognition and characterization of different non-parenchymal cells in liver tissue,2016,10.1109/ISBI.2016.7493325
901,tracking of microtubules in anisotropic volumes of neural tissue,2016,10.1109/ISBI.2016.7493275
902,experiments in molecular subtype recognition based on histopathology images,2016,10.1109/ISBI.2016.7493474
903,an improved hybrid active contour model for nuclear segmentation on breast cancer histopathology,2016,10.1109/ISBI.2016.7493471
904,phenotypic characterization of breast invasive carcinoma via transferable tissue morphometric patterns learned from glioblastoma multiforme,2016,10.1109/ISBI.2016.7493440
905,active appearance segmentation for intensity inhomogeneity in light sheet fluorescence microscopy,2016,10.1109/ISBI.2016.7493248
906,"an automatic breast cancer grading method in histopathological images based on pixel-, object-, and semantic-level features",2016,10.1109/ISBI.2016.7493470
907,robust cell segmentation for histological images of glioblastoma,2016,10.1109/ISBI.2016.7493444
908,non-rigid registration and robust principal component analysis with variation priors: a high-throughput mouse phenotyping approach,2016,10.1109/ISBI.2016.7493462
909,automatic segmentation of lung carcinoma in histological images using a visual dictionary,2016,10.1109/ISBI.2016.7493443
910,segmentation of developing human embryo in time-lapse microscopy,2016,10.1109/ISBI.2016.7493417
911,nonparametric joint shape and feature priors for segmentation of dendritic spines,2016,10.1109/ISBI.2016.7493279
912,estimation of sludge volume index (svi) using bright field activated sludge images,2016,10.1109/I2MTC.2016.7520397
913,segmentation of dendritic cells from microscopic images using mathematical morphology,2016,10.1109/ATSIP.2016.7523116
914,mapping of au/a-igzo schottky contacts by using scanning internal photoemission microscopy,2016,10.1109/ICIPRM.2016.7528798
915,a compact laser imaging system for concurrent reflectance confocal microscopy and laser doppler flowmetry,2016,10.1109/JPHOT.2016.2599014
916,a web-based tool for semi-automated segmentation of histopathological images using nonlinear color classifiers,2016,10.1109/CBMS.2016.30
917,early experiences in using blood cells biomembranes as markers for diabetes diagnosis,2016,10.1109/CBMS.2016.60
918,gland segmentation from histology images using informative morphological scale space,2016,10.1109/ICIP.2016.7533135
919,stem cell microscopic image segmentation using supervised normalized cuts,2016,10.1109/ICIP.2016.7533139
920,automatic quantification and classification of cervical cancer via adaptive nucleus shape modeling,2016,10.1109/ICIP.2016.7532841
921,application of the methods of dynamic light scattering and light microscopy for determining the particle size of the solid phase during the crystallization of salts,2016,10.1109/LO.2016.7550030
922,bag-of-features approaches for combined classification of laser scanning microscopy and spectroscopy data sets,2016,10.1109/LO.2016.7549980
923,a trichotomie technique to separate overlapped nuclei in microscopic cancer images,2016,10.1109/SAI.2016.7555997
924,knn classification based erythrocyte separation in microscopic images of thin blood smear,2016,10.1109/CINE.2016.19
926,automated detection of live cells and microspheres in low contrast bright field microscopy,2016,10.1109/MARSS.2016.7561703
927,classifying breast cancer regions in microscopic image using texture features,2016,10.1109/ECTICon.2016.7561248
928,segmentation and localization of epithelial cells in the histopathological images of stomach adenocarcinoma,2016,10.1109/WiSPNET.2016.7566182
929,fungus detection system,2016,10.1109/ICAC.2016.50
931,a systematic approach for glandular structure segmentation from colon histopathology images,2016,10.1109/IranianCEE.2016.7585760
932,dermatological disease detection using image processing and machine learning,2016,10.1109/ICAIPR.2016.7585217
933,automated morphometric description of human corneal endothelium from in-vivo specular and confocal microscopy,2016,10.1109/EMBC.2016.7590944
934,combined reconstruction of atrial morphology and paracardial fat depositions to study remodeling in atrial fibrillation,2016,10.1109/EMBC.2016.7590745
935,learning to distinguish cerebral vasculature data from mechanical chatter in india-ink images acquired using knife-edge scanning microscopy,2016,10.1109/EMBC.2016.7591601
936,diffuse reflectance spectroscopy can differentiate high grade and low grade prostatic carcinoma,2016,10.1109/EMBC.2016.7591886
937,automatic classification of cancer cells in multispectral microscopic images of lymph node samples,2016,10.1109/EMBC.2016.7591597
938,image classification of unlabeled malaria parasites in red blood cells,2016,10.1109/EMBC.2016.7591599
939,detecting cell division of pseudomonas aeruginosa bacteria from bright-field microscopy images with hidden conditional random fields,2016,10.1109/EMBC.2016.7591600
941,identification of rabbit coccidia by using microscopic images,2016,10.1109/ICEMIS.2016.7745328
942,optical tweezers for force measurements and rheological studies on biological samples,2016,10.1109/WIO.2016.7745567
943,detection of calcium-induced morphological changes on rbcs by digital holographic microscopy and blinking optical tweezers,2016,10.1109/WIO.2016.7745588
944,an automated system for platelet segmentation using histogram-based thresholding,2016,10.1109/ICACCAF.2016.7749000
945,automated roi detection for histological image using fuzzy c-means and k-means algorithm,2016,10.1109/ICEEOT.2016.7754869
946,a hybrid approach to diagnosis of tuberculosis from sputum,2016,10.1109/ICEEOT.2016.7754790
947,morphological observation of self-aggregation of β-amyloid 1−40,2016,10.1109/NANO.2016.7751415
948,imaging of nanoscale particles in microfluidic devices using super-lens manipulated by optically-induced dielectrophoresis,2016,10.1109/NANO.2016.7751531
949,completely evolution of gouy phase shift in longitudinal terahertz wave,2016,10.1109/IRMMW-THz.2016.7758846
951,white blood cells nucleus segmentation from microscopic images of strained peripheral blood film during leukemia and normal condition,2016,10.1109/ICIEV.2016.7760026
952,adding large em stack support,2016,10.1109/KACSTIT.2016.7756066
953,texture analysis of 2d spatial distribution of blood pharmacokinetic model parameters for endometrial carcinoma classification,2016,10.1109/SPA.2016.7763593
954,set of descriptors for skin cancer diagnosis using non-dermoscopic color images,2016,10.1109/ICIP.2016.7532837
955,icord: intelligent collection of redundant data — a dynamic system for crowdsourcing cell segmentations accurately and efficiently,2016,10.1109/CVPRW.2016.174
956,hierarchical classification of hep-2 cell images using class-specific features,2016,10.1109/EUVIP.2016.7764585
957,white blood cell nuclei segmentation using level set methods and geometric active contours,2016,10.1109/DICTA.2016.7797097
958,automatic detecting cornea fungi based on texture analysis,2016,10.1109/SmartCloud.2016.26
959,curvelet-based texture classification of critical gleason patterns of prostate histological images,2016,10.1109/ICCABS.2016.7802768
960,automatic recognition of white blood cells using weighted two phase test sample sparse representation,2016,10.1109/ICCKE.2016.7802110
